	COPD-002	COPD-003	COPD-004	COPD-005	COPD-006	COPD-112	COPD-007	COPD-008	COPD-009	COPD-010	COPD-011	COPD-001	COPD-012	COPD-013	COPD-014	COPD-016	COPD-017	COPD-018	COPD-019	COPD-020	COPD-021	COPD-022	COPD-023	COPD-024	COPD-026	COPD-027	COPD-028	COPD-029	COPD-030	COPD-031	COPD-032	COPD-033	COPD-034	COPD-035	COPD-036	COPD-037	COPD-038	COPD-039	COPD-040	COPD-041	COPD-042	COPD-043	COPD-044	COPD-045	COPD-046	COPD-047	COPD-048	COPD-050	COPD-051	COPD-053	COPD-054	COPD-055	COPD-056	COPD-057	COPD-058	COPD-059	COPD-060	COPD-061	COPD-062	COPD-063	COPD-064	COPD-065	COPD-066	COPD-067	COPD-068	COPD-069	COPD-070	COPD-071	COPD-072	COPD-073	COPD-074	COPD-075	COPD-076	COPD-077	COPD-078	COPD-079	COPD-080	COPD-081	COPD-084	COPD-085	COPD-087	COPD-088	COPD-089	COPD-091	COPD-092	COPD-094	COPD-095	COPD-096	COPD-097	COPD-098	COPD-099	COPD-100	COPD-101	COPD-102	COPD-103	COPD-104	COPD-105	COPD-106	COPD-107	COPD-109	COPD-110	COPD-111
COPD-026	0.47652353768327604	0.6838844092208912	0.6091824840270456	0.7700290839120641	0.6121155141683446	0.673779613640862	0.552435610994511	0.6987755439945772	0.4786759949995152	0.6506090253476049	0.5643372625547792	0.6096874644271165	0.5830608038721831	0.7512364521513694	0.6690990994191001	0.41183168676291915	0.7277812887850741	0.41735103605173707	0.6590680997380417	0.38265682891191427	0.5627410655340914	0.5875969177050668	0.4619680673934936	0.4987190922961442	0.0	0.6727697633324906	0.6374317184382484	0.6937761969087554	0.7055850003289537	0.6428165572169097	0.6346059342313135	0.6544483813229682	0.54721767603388	0.5501486895787978	0.6396182117044644	0.5867737924038882	0.5770072774132426	0.5743973575143015	0.5480528821794232	0.7139469981732827	0.5859218960156645	0.5948178581547078	0.8628530481516029	0.8526253688845646	0.6915545168488785	0.49559371756901394	0.7720070647386652	0.5755083628794763	0.6067289170466162	0.5904558382427233	0.592283984734773	0.5838996912385116	0.8678398233632577	0.6117243396048252	0.6317976012700427	0.5574952341784396	0.6632977670557468	0.6400382980557007	0.7670769785483786	0.5923142717140389	0.7813161289135601	0.6139443916024316	0.5721395335132872	0.6380339314864122	0.5169649915187646	0.5522996216257176	0.5413599022091828	0.5585862196899957	0.5352810083476104	0.581295314754097	0.7505773788585162	0.5809869091523026	0.6174825726239029	0.6123279716330793	0.6284855054314394	0.45061546223117904	0.5449865580664723	0.6402967673514947	0.5578742755252781	0.7094318040420775	0.48676272366124884	0.7053784528726517	0.6822691605438103	0.8667679939148782	0.5688614434633206	0.6258897205844054	0.5790604426529101	0.6860555931104246	0.7741928058252686	0.5729024189422905	0.8090225672997702	0.7459072075604477	0.5023018780311743	0.5190969573113087	0.7100486596267199	0.6879372653112962	0.5958898633124534	0.5829908042309037	0.7215329177623722	0.7414449739485335	0.5943391108668249	0.6143540626497612
COPD-027	0.43440593763868657	0.4171010804361154	0.6618903108066421	0.7089663115850278	0.7567501744282656	0.714911405073685	0.39663566337715295	0.738294753349018	0.7756180589303087	0.5515279610285166	0.8217758372402899	0.8495256961934414	0.7322861343909843	0.8717338881724209	0.6658582600563707	0.5562489345812677	0.6025947435582711	0.6194703903616438	0.6673294617407411	0.7084396058958329	0.7961252104494503	0.6821848758284756	0.592508698844381	0.7033350109401605	0.6727697633324906	0.0	0.6499823656862699	0.52060253084663	0.5849643296362407	0.6600221595568518	0.43641344498699014	0.8505012891298324	0.6674658436693208	0.712502585518174	0.4610538228074175	0.7899539818081933	0.4441475935824553	0.5506210296157336	0.6854119115120854	0.6551769946284882	0.41857531614866506	0.7802531769521517	0.9387309333526528	0.9387957040299549	0.7144927597980457	0.4673829393871908	0.875026135766495	0.52079659744508	0.6286900900437395	0.6519733824588064	0.5972543644643858	0.707187991505447	0.9221999758461963	0.7149607256847547	0.4399947974344041	0.3958063635258897	0.4828596887066266	0.8220751783839653	0.573974536127451	0.7406885237228231	0.6533920124975545	0.871745349811352	0.4252177258947077	0.74684667846542	0.5891270766554069	0.6483874098035544	0.6517901344512227	0.4389099660776614	0.7564051812318425	0.5279818986937106	0.8865451190976275	0.48291478352792017	0.6716118299925794	0.45651037371559733	0.8172225078109542	0.6207675652079588	0.47717152360009535	0.5296843766000227	0.5721051902134497	0.47118452649566334	0.4802714840442426	0.6615328749965582	0.8510067145223446	0.9401440161780408	0.6167474727277557	0.4049522452024432	0.5077069968832365	0.6527303956581029	0.5534395903005476	0.5241417260845046	0.8370964098101882	0.6741389279708658	0.5295396745632516	0.6767185491533878	0.4964252336025619	0.6909535538647141	0.689041073255114	0.4868575402373463	0.5390380163334424	0.4782324697223927	0.5632665790403851	0.585782356594173
COPD-028	0.6687175647823638	0.7682651553881068	0.7668044701323379	0.8149556111348659	0.7402146904366331	0.8176016502041618	0.660930542204989	0.8029459813501749	0.7795266731518702	0.6733569168614709	0.7983784483759371	0.7984658652274346	0.7722209676979899	0.8209563192422139	0.7907825789557665	0.6094569775025054	0.6973370340221535	0.6740460217514024	0.646547806811811	0.6860827980063642	0.7874594404990162	0.7297673002498145	0.6757181131126435	0.753575442902411	0.6374317184382484	0.6499823656862699	0.0	0.8115099174027485	0.7656290161969902	0.7443409226934916	0.7011014529756673	0.8126206695098384	0.7701492298298606	0.7512285713215041	0.6672962411475585	0.8045402043590443	0.6500923248945303	0.701539594546341	0.760708482225526	0.8024885554117309	0.7325266989194752	0.8266323536664991	0.8975717669562738	0.8940657514589535	0.7970412226662873	0.7063948390990469	0.85879069751201	0.7478865732201944	0.7187199043728388	0.7631401134175935	0.7456807067188159	0.7743065980240653	0.9041111400507036	0.7443427759605232	0.5914254910698645	0.6273196000760997	0.6940899793470601	0.7702916958529756	0.8114913972412946	0.7894174811986747	0.8079862385701009	0.8239778692470517	0.7039673913072048	0.7933508800383734	0.7409265965403016	0.6985145515003508	0.7338572088005252	0.6837471096261931	0.7543899722535775	0.7004007599622617	0.7863379720402563	0.7028916956328285	0.7600006439826199	0.7019510370144195	0.8159260044012708	0.6780189543568677	0.6775948930467047	0.6736228125911433	0.7505535355920497	0.7227134643928608	0.7050688161017917	0.6948876431044807	0.8026409255890248	0.901214484535206	0.726523680090798	0.7258190224831437	0.6955139936157435	0.7008312533849976	0.8060365356853862	0.7045062841061139	0.8659451527044272	0.8350774043747057	0.6675364879874002	0.7358093263140283	0.7743754694746305	0.7722406549585115	0.7208036432235286	0.7254075832519697	0.7206810629174984	0.7827509118602685	0.7616014179478166	0.7492281787019462
COPD-029	0.5280133492037384	0.4142087566748355	0.765401400241778	0.4915221209994281	0.7754405630448273	0.7586170044248237	0.5023118467631158	0.8150988374815624	0.7564525386389572	0.6939380405280038	0.8269987051548776	0.8818258456343735	0.7048504115610125	0.882324323359997	0.7667815141689086	0.6720236283187736	0.5113175097147182	0.6551105591964977	0.6917524330868672	0.7692376471627663	0.8405739269194686	0.6829480315279931	0.6636043892088596	0.7619141878552327	0.6937761969087554	0.52060253084663	0.8115099174027485	0.0	0.3790722605972329	0.7720621626327918	0.5775980999358448	0.8646178158672898	0.7425024429534288	0.7729429425533372	0.6537509729325841	0.8308454345539509	0.6286980361183674	0.438634758825706	0.7570956811079977	0.3746683839153134	0.46781679555252514	0.8363932123530616	0.9571544140071195	0.9551933456391547	0.7324187955621616	0.4729361946292533	0.877713912418573	0.6074178556696649	0.7558319941883834	0.7870201987140807	0.4463916535870764	0.7702786054989633	0.9376523838471543	0.7632986270081086	0.5764415520026506	0.6012384988821561	0.6203511546770983	0.8367069781816288	0.3442018162664347	0.8456851624651938	0.7913541622126073	0.8986121372304994	0.4518881209180033	0.8532517540284094	0.7158466820586399	0.6719174250270227	0.7494631474186696	0.47329794975626943	0.7736709952464123	0.4199690367990822	0.9212005609493321	0.4844931928922331	0.7345594816654722	0.4615288608846671	0.8327257102427897	0.7004838801421945	0.583953964118366	0.561151738538496	0.6820154908819016	0.5381973311526178	0.4802763604091351	0.758912522788448	0.8653705298948311	0.9593775439320072	0.6401062284957064	0.4213548334379122	0.5860621142907854	0.7088091848860507	0.5361922801605741	0.4923353913451181	0.8919718735158785	0.3461087742543643	0.6324337839205838	0.7203354710260804	0.3991814056998328	0.4623027136951291	0.7831427670414963	0.577374920285963	0.5229062330606999	0.4700480480297923	0.37658405189668126	0.3389266139293927
COPD-030	0.5574898971069875	0.44148589098931906	0.8552481332485832	0.5517707920956882	0.7806211944517814	0.8062903097321875	0.5814931329573251	0.8310350115358129	0.7678519319435793	0.7621944060980643	0.8528885772857685	0.8725356009094203	0.8032100824831763	0.8427181194312432	0.7796013443838556	0.6969860460157125	0.5356223694701576	0.710579418882255	0.6211869618624138	0.7671920919588122	0.8636844880486676	0.6392790006118535	0.7196885757875099	0.8365625522263131	0.7055850003289537	0.5849643296362407	0.7656290161969902	0.3790722605972329	0.0	0.7701648308804017	0.6530962723202413	0.8795885236078065	0.7680093842591504	0.6860081058833903	0.6601584094411417	0.8487574228160177	0.5625641795873995	0.4739091465389127	0.8244147458055242	0.38705870186722463	0.5589030501442922	0.8658012574179195	0.9461018964813941	0.9435104496364661	0.8180664830689593	0.561539385597613	0.8740342606652954	0.6859791679327704	0.7529859679428961	0.7977720524510745	0.45662190099903316	0.8081776064117604	0.9243774707650929	0.817650578636382	0.6508103312707012	0.6134755118120553	0.6545717345218551	0.8357731346783975	0.2662760282280341	0.8528500859487137	0.6916231109521519	0.8979922579600793	0.4828952875170062	0.8640389158590404	0.6972983433572402	0.6055322506624722	0.7720068138364041	0.4515244506311344	0.7760587664215175	0.44683844049213645	0.9088370089440658	0.5128498946323944	0.6633933706298226	0.5815423101626782	0.8582735227520261	0.7098120578057795	0.5909432588478994	0.5656650295253887	0.7118561106659598	0.5892142739748404	0.5153842343000493	0.8108857673514951	0.7865145935807897	0.9491834341779578	0.6276211264317075	0.528024399758746	0.570584073424212	0.6595018186303834	0.4902744496768888	0.47168113107545784	0.8974350175919875	0.49309278541665363	0.581381138985533	0.6205478259388126	0.4983256006529865	0.4219129039799984	0.800543306263989	0.6751468590220716	0.5122605451409304	0.5658957523831524	0.29132934885706385	0.3721679450134689
COPD-031	0.6626788615901189	0.7210278458680527	0.750748667355363	0.815417479879888	0.6760316402521732	0.7761996388570032	0.6319070344233533	0.7145567610990807	0.7484532607498804	0.7118422659213264	0.8028569238471284	0.7635252930512333	0.76112192917256	0.8298349611484847	0.4114907198353616	0.6773989970548818	0.8216399124535427	0.4894219000091411	0.6513364812053362	0.7741411127334491	0.7036111619262602	0.6679015296821462	0.5328012561694908	0.7962094005051121	0.6428165572169097	0.6600221595568518	0.7443409226934916	0.7720621626327918	0.7701648308804017	0.0	0.6991662893649272	0.7655270663840457	0.6335028066398481	0.7803370431227494	0.5527238581680711	0.7274495922423675	0.6002047230187781	0.7574109279809654	0.6048717793744348	0.7259728006458444	0.7177544920491741	0.6811504274506703	0.8756638378213807	0.8821364017066997	0.802695760658492	0.6951357138165084	0.8180329860492607	0.6156383361941965	0.5319927877781334	0.6714885382310161	0.6678784111050133	0.6850294613702052	0.8402858370674087	0.7372011028136193	0.7156754813587961	0.6091380455067974	0.6176627963617218	0.7631110566342546	0.7102234703326622	0.4462155926786071	0.6501802076645651	0.798748884634485	0.7150069511298005	0.6192824558893727	0.6651909864544865	0.6574785604046637	0.3296326365299212	0.7215652610038423	0.7024448354682483	0.7074436076059554	0.7935892645288066	0.7076691496184407	0.7158898533881827	0.7207240906461967	0.7549115833487611	0.6632634804122245	0.6092829218645347	0.6845297451475976	0.5028353078779872	0.6103448608475732	0.6511908428716456	0.775197295587616	0.7977141772495718	0.8810515880297035	0.757703986871318	0.7091392926110524	0.5075574273663759	0.7041880638320911	0.6788661589695687	0.5752498893703111	0.7932572059978726	0.8313727748074311	0.5737022281556156	0.7910311396301647	0.7550925013707789	0.7704788913834145	0.6418599299773039	0.6676081199269266	0.7211433138421067	0.7504808466431384	0.7356210055906099	0.7738074510994902
COPD-032	0.48548728974158895	0.46083596425366613	0.694057609337205	0.7458010744684298	0.7654870702539824	0.7279502962960849	0.54007260925991	0.77177290970163	0.7193514416788693	0.6002476968919163	0.7874490676041931	0.8008371032589784	0.6947443715970599	0.8567960427181751	0.703920337795224	0.6188124974303653	0.7028808772687687	0.5996099135374622	0.6457909740328042	0.6845813860306982	0.7524234562030392	0.7035080926826619	0.5886989364137573	0.6992786580968104	0.6346059342313135	0.43641344498699014	0.7011014529756673	0.5775980999358448	0.6530962723202413	0.6991662893649272	0.0	0.8041509866187367	0.7011510322589314	0.6365156161066838	0.5765527154631492	0.7414138308388707	0.5280399700639001	0.6430486903065076	0.6953179938257623	0.7252328581183985	0.39294599434849603	0.7441275076088251	0.92855821651429	0.9281064060141352	0.6539440624346673	0.49790604143727857	0.864828457995048	0.4472184021708781	0.6679642075369928	0.7073178970171607	0.6136923931950082	0.6865579958986803	0.9141840311908123	0.7262825814498567	0.5302739964317813	0.5550976911114233	0.5703097915996085	0.7414365819189209	0.6232813373559047	0.7328814471355937	0.7164913694611028	0.8358706387239726	0.48685515076097097	0.738842143758354	0.6112365238439703	0.6347059928608555	0.6477133663048358	0.5533348432034584	0.7045346757883736	0.5889173386623904	0.8548077149401647	0.5920794718419576	0.616545030234217	0.5444850271193221	0.7569454366095475	0.6183651600051913	0.4944509185158849	0.5944199516765409	0.5724742021600412	0.640590274613843	0.5519079714964112	0.6796543976235985	0.8254774593965906	0.9305282381428649	0.610582339762349	0.5479378453915021	0.6137386009248447	0.7168050250302369	0.6267856640532969	0.6491361702614321	0.8427334774314671	0.7176446622434967	0.5092649336451849	0.625391019010715	0.5241695859556094	0.7283043771282435	0.7063565588204704	0.5396433187009541	0.6443746507851008	0.5331464892372123	0.587113445907647	0.6699463407961497
COPD-033	0.7890322361937385	0.8535512226252104	0.5289177657707587	0.8622299716542302	0.7454416645954882	0.6662374784706027	0.7943054737016836	0.6110074849274296	0.6051586601856539	0.7456606832458883	0.5993264180451944	0.629383723077232	0.647126010272446	0.7716476647793076	0.754465944473924	0.6471169872784704	0.9139144698138716	0.6803714539625522	0.7974426568744661	0.6201066378734807	0.5316022413759531	0.6980224581759821	0.7164769242357061	0.7297078339870446	0.6544483813229682	0.8505012891298324	0.8126206695098384	0.8646178158672898	0.8795885236078065	0.7655270663840457	0.8041509866187367	0.0	0.6681726893934521	0.7206150033702821	0.8269138652286652	0.5474759585296765	0.7392836350968274	0.842418166969344	0.6492189253678705	0.8713279360246942	0.7556299709890564	0.5546078438898975	0.725709996412614	0.6891105904174532	0.8007520095808812	0.7245336930938999	0.749644780514096	0.7848839973889866	0.7344050852182551	0.6231610173942281	0.753427889531964	0.5404607148226104	0.7850740869742726	0.7582450367710156	0.8365458209246658	0.7842504711676599	0.8435232117988447	0.4301298508153996	0.8548427795542247	0.6741591990183948	0.7843507255884922	0.6224651505413756	0.8140772288743279	0.6217696656832957	0.6131425238095418	0.7767043562729261	0.7755051905441755	0.8149631361163093	0.5684504976624432	0.7651372974087715	0.5562509906959819	0.7404384999534234	0.7091684864677799	0.8222288276038848	0.4947532919809769	0.6411556784980362	0.7192317439862009	0.7656288323008674	0.6981140999457504	0.8743969301907659	0.7827178712403361	0.8965553084764846	0.7103246117599911	0.7380204527220974	0.7683691846504193	0.838123905935359	0.7550659050365773	0.8541572743317535	0.8728792695794714	0.7945678435199812	0.5699475835928094	0.929776920050129	0.7266921829300933	0.7219060849590565	0.8535464260892597	0.8959203798744789	0.6812123337595617	0.7221888712873453	0.8535659439074091	0.8880515410278332	0.8368669025887755	0.878916409508381
COPD-034	0.6208421834700211	0.716690390803899	0.5225602418806791	0.7778326446789927	0.4429042133164047	0.3895641922379023	0.6410757361234216	0.317974949081873	0.7182726141510059	0.5030586539981835	0.6114241146575531	0.8057520732522644	0.39299284649187055	0.692844063728487	0.6308640898875326	0.5816125121528914	0.801097434612083	0.6215465170392034	0.7556453267233375	0.6676455265922638	0.7377298439957675	0.39699452714792155	0.5439901129703182	0.7394209693383325	0.54721767603388	0.6674658436693208	0.7701492298298606	0.7425024429534288	0.7680093842591504	0.6335028066398481	0.7011510322589314	0.6681726893934521	0.0	0.7858817484400197	0.6406706015425456	0.7520752192006881	0.586843090560202	0.755837609540557	0.6267068288865109	0.7291513066444435	0.632955205248223	0.7451306705895542	0.7016207031979677	0.6058932370645141	0.7587770216023375	0.6357728895978768	0.7299083804678159	0.6615179800786914	0.5931170513656141	0.6482322974022346	0.6856902029842232	0.6814992595156079	0.7919462683741658	0.5235004208322234	0.729958140825882	0.6236667200885286	0.6307132344113252	0.633767657702962	0.7538528126948479	0.656945571355186	0.7067062075729448	0.7871661724986969	0.6863677130036084	0.6935769230569019	0.5223599802056158	0.670119054724835	0.564643677433873	0.7321960229824936	0.4371976099608355	0.6602136597196334	0.6952290642384537	0.6465585981629046	0.6854544334476494	0.6872622772673291	0.754137362797683	0.3818562993995702	0.6212341701343688	0.7145093606747712	0.5736859907454142	0.6989979543021042	0.6363492800577828	0.7591537995247912	0.44911383782527675	0.7067812550541205	0.6858056742251493	0.6452838246726039	0.6197233515186823	0.6939674032298452	0.6786754002379722	0.6159270511423532	0.5839177984785703	0.7794929434939418	0.6067474953053228	0.7384104417660615	0.74890787782425	0.7722213199682387	0.6130449725492797	0.4471758073481892	0.7172400844330714	0.7110582211545763	0.7387473320370151	0.7429621533532912
COPD-035	0.5783653358914979	0.6986591564953492	0.7021581698156798	0.8416541080043153	0.8373625651395312	0.7177216044472534	0.6924782255206117	0.7529007053076652	0.4983454765487428	0.833806780623451	0.64042831396885	0.5191548535833284	0.7673058742224769	0.7488541270913315	0.6429311736808369	0.6826106159220685	0.8274160185560493	0.5784070267468636	0.7406563010849712	0.5154857241529702	0.586387201375041	0.7990587398789442	0.6175524287193846	0.5369812906601442	0.5501486895787978	0.712502585518174	0.7512285713215041	0.7729429425533372	0.6860081058833903	0.7803370431227494	0.6365156161066838	0.7206150033702821	0.7858817484400197	0.0	0.702958654786966	0.551455807228262	0.6275795523267713	0.7200230702009365	0.584751964500867	0.8400075338069501	0.7132497945708175	0.5228686156118872	0.8741989449003182	0.8776328294357164	0.737947128109177	0.669066437882088	0.8233447587530625	0.6376590907255616	0.6129346466340688	0.5609673938961425	0.6925959703440204	0.5667011871733293	0.8605893353833847	0.8409614546879779	0.7189963621216015	0.6936723242023102	0.7399865816370197	0.6797494813125182	0.7579260123284277	0.5875712576923153	0.6528155437922396	0.5849435558972926	0.643816382433177	0.6115641321709827	0.5408481755693182	0.6290560945989913	0.6964673258733375	0.6032577662865816	0.6816373711667882	0.7499734716694499	0.7591755976243141	0.7324361274575634	0.5355218591950183	0.7802063365436286	0.611452382321902	0.7052346250818659	0.5714594383762371	0.7637409305833094	0.5515180656536673	0.81648756531538	0.6373958662689793	0.8088277341135384	0.7330173809771616	0.8790165718932993	0.5678870908801644	0.7710753255816649	0.7128405198882901	0.7895747254182847	0.7541038894937703	0.7735190852105376	0.8593339034156949	0.882306642468527	0.5883839343928977	0.36109876277449016	0.7709307953214904	0.7551954353507007	0.6894760448386842	0.7558689531657579	0.7810168318106476	0.7988853642316165	0.6042568809030202	0.7349346736315165
COPD-036	0.49878425029604984	0.5849844928141861	0.7050925117325849	0.6679066197007366	0.7214789763144047	0.6950620643818538	0.5146680659537443	0.711530902652872	0.7562008885019552	0.6190134624795295	0.823908198445099	0.8440443235084922	0.7526809761501098	0.7948931251789996	0.5480782429612574	0.5137068602194094	0.6944420728573573	0.6133147488079969	0.6867852409681722	0.694650930463028	0.7439613534751675	0.6476184201010907	0.5895765831117463	0.7832164773596627	0.6396182117044644	0.4610538228074175	0.6672962411475585	0.6537509729325841	0.6601584094411417	0.5527238581680711	0.5765527154631492	0.8269138652286652	0.6406706015425456	0.702958654786966	0.0	0.7632186774279468	0.49746685704691923	0.6439565753223977	0.5999701486275615	0.6987884297131214	0.5694500896020199	0.7804598576231899	0.9145190560861155	0.914520265411592	0.7532349849383161	0.5638330215674233	0.8418150409972474	0.613119480706634	0.5433686571504713	0.6971412533827196	0.6630670132568275	0.7134554841151911	0.8772071360577129	0.7273236369718264	0.5253649369884369	0.4755860315579697	0.45012840363884193	0.7613443642291267	0.6537178441970721	0.6267993751166951	0.5487359990797105	0.8317232319218868	0.5414494898263613	0.6326591354732144	0.5441268752828684	0.6331441855340497	0.48097498643135406	0.5498324178313263	0.741320449049742	0.6042324244872797	0.859182809928747	0.5688498579289695	0.651198231942535	0.5927834691034344	0.7850961805028164	0.6146925436581402	0.46822667579500515	0.5828989132136403	0.5030028035419948	0.49881743531837547	0.5537296596337522	0.7041550009241598	0.813806732913872	0.912429395527544	0.6576020429771104	0.5707957757576715	0.5760252136819832	0.6261776900791046	0.6152595153754774	0.49770653678975585	0.8192802340427717	0.7713931196942427	0.515715204080426	0.6824235981449778	0.6374355497001196	0.711129557698853	0.6138370434613101	0.5321602351254185	0.5760185681178753	0.6007572749757768	0.6513134467841918	0.6601992811976664
COPD-037	0.6853623266817239	0.799974566217033	0.5918144655324308	0.835623484118927	0.8460337808267003	0.7345232221851409	0.6826000921172933	0.6836164484328797	0.41725717801600454	0.8267323821187862	0.6638229666766763	0.41495784875359426	0.7674290667076633	0.7767251887430558	0.6642467350680561	0.670884381933971	0.8741836172463411	0.507532619506431	0.767709020355118	0.5777723512794621	0.3550884561152739	0.8214446248094774	0.5454697322374769	0.5318806237428073	0.5867737924038882	0.7899539818081933	0.8045402043590443	0.8308454345539509	0.8487574228160177	0.7274495922423675	0.7414138308388707	0.5474759585296765	0.7520752192006881	0.551455807228262	0.7632186774279468	0.0	0.6750636512015201	0.7770990654862703	0.5705437539635175	0.8299418858145281	0.7804596490808985	0.29612253480442485	0.8523889357107006	0.8570443784969323	0.7764594298592111	0.7384872170534656	0.750397682968636	0.7245693883585724	0.6279377898374783	0.4426259263567457	0.6338345252262784	0.45842583417305444	0.8331391617771611	0.8541420802679704	0.7982772687564891	0.6836807707697774	0.835518676331436	0.6169114903041296	0.8065839926020975	0.5380859507857624	0.6768093165324278	0.5598319366582901	0.7349751436941614	0.4950955023064699	0.5966930297719036	0.7463054039645571	0.6982714411975891	0.731217763392488	0.6716658217796062	0.7430470994427204	0.7246134460214436	0.7691224304427298	0.6316033830640021	0.783710341852057	0.4732321760836631	0.7097598761899772	0.632340971464316	0.7351527025791879	0.6202634186537695	0.8176629549188811	0.6699614404206377	0.8562701620439311	0.8278504564321532	0.8551416564029988	0.7103577095698703	0.8053867915782048	0.6402666061464749	0.8733486492056318	0.8428062047079506	0.7767614205967333	0.7583877411390745	0.9092208747498466	0.6630965583436915	0.602716059066545	0.8259193920426875	0.8453914038347873	0.7177838519699209	0.7942751228714029	0.8181797545142719	0.8339853841284777	0.7585452978806815	0.8204997203839525
COPD-038	0.3902036733712956	0.5631596609419142	0.6258454152420888	0.717861734194671	0.7143234429256352	0.6526550612709839	0.45821552596020937	0.6964005460111404	0.6702186327001359	0.6289388211268768	0.7734894365400171	0.7666191543633378	0.7413265306069172	0.8250997241429952	0.5992598817876806	0.5217371326128265	0.7555025567999579	0.4759479397558065	0.6501140607748058	0.6730702153780672	0.679718815460338	0.6358859416197186	0.40977141149027807	0.7471768615916026	0.5770072774132426	0.4441475935824553	0.6500923248945303	0.6286980361183674	0.5625641795873995	0.6002047230187781	0.5280399700639001	0.7392836350968274	0.586843090560202	0.6275795523267713	0.49746685704691923	0.6750636512015201	0.0	0.6407742301401144	0.5730878462346313	0.6940486127220808	0.500991555406843	0.6996620798090429	0.9071784274195611	0.9056115127195679	0.7521114141132529	0.4929063111047805	0.8484460247939776	0.5348578096252413	0.5737733602321025	0.5169657362973622	0.5550099203852297	0.5932874211542924	0.8983448776901978	0.7451466694525907	0.5868800276363488	0.43543063201330867	0.5257110105619555	0.708769114001177	0.5543303524543611	0.643428915407604	0.5606489721833966	0.8011980633643345	0.45623965970254754	0.666194224747347	0.4282929205903731	0.6052042367951737	0.5705660879522108	0.5174413037501686	0.6631557265946084	0.46525001517335396	0.830961563084596	0.5097324690801377	0.48571262816106775	0.5652384996448028	0.7165111744879115	0.5456826109594471	0.34378738714414475	0.5368738177181411	0.44648517487725964	0.641561728855791	0.4862707615679923	0.747814377046815	0.8113994506006523	0.910135377510995	0.5258119890465682	0.47536578862876777	0.4843083362236017	0.6255628418841562	0.5434345617142674	0.5348196162738491	0.7782909906964248	0.7859791786946952	0.30447092095728373	0.5686106584150832	0.6463170724248867	0.7021023041437572	0.6648549314450916	0.5260133738824074	0.5849336772565129	0.6092167268257472	0.5322541511166551	0.6246274780948723
COPD-039	0.5232989524033383	0.4686902595385664	0.7274317507239109	0.564870605985107	0.7489622602096476	0.7762067617014149	0.40905269864260774	0.8255058497271778	0.6826648207351972	0.6925962572688419	0.7189230768786194	0.7757817880291342	0.7448375694601254	0.854375024855913	0.773840008924072	0.5544489495416854	0.47491966690076404	0.5855678533950842	0.6259856277036352	0.6214174599296038	0.7854529130596619	0.6532827678880067	0.5984050792726147	0.6778380098933883	0.5743973575143015	0.5506210296157336	0.701539594546341	0.438634758825706	0.4739091465389127	0.7574109279809654	0.6430486903065076	0.842418166969344	0.755837609540557	0.7200230702009365	0.6439565753223977	0.7770990654862703	0.6407742301401144	0.0	0.7108706413934903	0.5038725945818743	0.5804483831715092	0.7693212667049031	0.9380759866560536	0.9378201110064216	0.7836181916394153	0.5157123898707487	0.8811958110824097	0.6698248373716107	0.7509160029136015	0.7266856258755658	0.35262566154791275	0.7316364417258496	0.9238104880173775	0.7293958336898196	0.5971979220228119	0.4789247189012693	0.6575132615424308	0.8018383806046542	0.5063455502739237	0.7469181131045011	0.8372711516235833	0.7801966899735983	0.4757708606460654	0.7808433296623161	0.7333549052742778	0.5415263459892605	0.7248764026051006	0.3641229126250192	0.743890079285546	0.4433469199469619	0.8716116515701077	0.4578254586994187	0.760689437058123	0.5290056406713521	0.7823112030094519	0.6348951381283939	0.6060474296567836	0.5182514237435077	0.6830788120584999	0.496733317172942	0.4279530617166128	0.750187310781371	0.8339270695390195	0.9394042144425591	0.6667563147091239	0.4955657788499497	0.49826795501917875	0.6613150102286652	0.6291182844665314	0.4565905718117021	0.9118939650615131	0.46528029113236136	0.6299098032287438	0.6647305894746147	0.4651957194236155	0.5042377703285068	0.754023856888531	0.6688651231755564	0.5305427246664709	0.5407304335171428	0.35138790032075723	0.33247326390945947
